"Sr. No","Vertical","Service Line","Cluster","SubCluster","Account","Location","Block","Category","Frequency","Dwmsparameter","Formula","Uom","Ideal Direction","Expected Entry Date","Actual Entry Date","Numerator","Num1 Decription","Num1","Num2 Decription","Num2","Num3 Decription","Num3","Denominator","Deno1 Decription","Deno1","Deno2 Decription","Deno2","Deno3 Decription","Deno3","Achieved","Calculated Value","Target Achieved","Status"
2037,"CONSUMER","WAREHOUSE","NORTH",,"LOREAL INDIA PRIVATE LIMITED","LUHARI","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2038,"CONSUMER","WAREHOUSE","SOUTH",,"FOSSIL INDIA PVT. LTD","BANGLORE",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2039,"CONSUMER","WAREHOUSE","SOUTH",,"FOSSIL INDIA PVT. LTD","BANGLORE",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2040,"CONSUMER","WAREHOUSE","WEST",,"HINDUSTAN UNILEVER LIMITED - WH","NAGPUR",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"101.000","PENDING"
2041,"CONSUMER","WAREHOUSE","WEST",,"HUL","VAPI","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2042,"CONSUMER","WAREHOUSE","WEST",,"3M INDIA LTD","BHIWANDI","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"89.000","PENDING"
2043,"CONSUMER","WAREHOUSE","SOUTH",,"3M India Ltd.","BANGALORE","NA_BANGALORE","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2044,"CONSUMER","STORE & LINE FEED","WEST",,"ITC Tobacco Ranjangaon","PUNE","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2045,"CONSUMER","STORE & LINE FEED","WEST",,"3 M INDIA LTD","PUNE","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2046,"CONSUMER","WAREHOUSE","NORTH",,"FITRON INDUSTRIES INDIA PVT. LTD.","LUHARI",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2047,"MANUFACTURING","STORE & LINE FEED","WEST",,"MAGNA","NASHIK",,"COST","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2048,"MANUFACTURING","STORE & LINE FEED","EAST",,"ALSTOM LTD","DHULAGORI",,"QUALITY","Daily","Inventory accuracy in numbers","Number of counted part/Number of part plan for counting","Percentage","Lower ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2049,"MANUFACTURING","STORE & LINE FEED","EAST",,"ALSTOM LTD","DHULAGORI",,"QUALITY","Daily","Invetory accuracy in value","Value of counted part/Value of planning part for counting","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2050,"CONSUMER","WAREHOUSE","EAST",,"MODENIK LIFESTYLE PVT LTD","KOLKATA","NA_KOLKATA","PRODUCTIVITY","Daily","Inward throughput (Dixcy)","Total no of Boxes putaway/Day","Boxes","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2051,"CONSUMER","WAREHOUSE","EAST",,"MODENIK LIFESTYLE PVT LTD","KOLKATA","NA_KOLKATA","PRODUCTIVITY","Daily","Inward throughput (Enamor)","Total no of Pieces putaway/Day","In Piece","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2052,"MANUFACTURING","WAREHOUSE","WEST",,"THERMAX WWS PUNE","PUNE","NA","PRODUCTIVITY","Daily","Inward VTAT","no.of vehicles TAT was adhered/No of vehicles for which inward","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2053,"MANUFACTURING","STORE & LINE FEED","WEST",,"ALSTOM","MANEJA - BARODA","NA","PRODUCTIVITY","Daily","IQC to Putaway","24 Hours from IQC Clearance/Total Invoices received","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2054,"MANUFACTURING","STORE & LINE FEED","WEST",,"ALSTOM TRANSPORTION LTD","SAVLI","NA_SAVLI","PRODUCTIVITY","Daily","IQC to Putaway","24 Hours from IQC Clearance/Total Invoices received","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2055,"CONSUMER","STORE & LINE FEED","NORTH",,"GILLETTE","BADDI","NA_BADDI","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2056,"MANUFACTURING","STORE & LINE FEED","SOUTH",,"ABB INDIA","BANGALORE","SMART POWER","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2057,"MANUFACTURING","STORE & LINE FEED","SOUTH",,"CATERPILLAR INDIA PVT LTD - AXLE","CHENNAI","AXLE","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2058,"MANUFACTURING","STORE & LINE FEED","SOUTH",,"CATERPILLAR INDIA PVT LTD - SFO","CHENNAI","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2059,"MANUFACTURING","WAREHOUSE","NORTH",,"CUMMINS-CTT","PANTNAGAR",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2060,"MANUFACTURING","WAREHOUSE","NORTH",,"CUMMINS-CES","PANTNAGAR","NA_PANTNAGAR","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2061,"MANUFACTURING","WAREHOUSE","WEST",,"SEIPL","VADODARA","NA_VADODARA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2062,"MANUFACTURING","STORE & LINE FEED","WEST",,"CUMMINS TURBO TECHNOLOGIES","PITHAMPUR","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2063,"MANUFACTURING","WAREHOUSE","WEST",,"CUMMINS-AHMEDNGAR","AHMEDNGAR",,"QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2064,"MANUFACTURING","WAREHOUSE","SOUTH",,"SKODA AUTO VOLKSWAGEN INDIA PVT LTD","BANGALORE","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2065,"MANUFACTURING","STORE & LINE FEED","NORTH",,"GENERAL ELECTRIC- JVC SHOP","Marhowrah Patna","JVC Shop","PRODUCTIVITY","Daily","Kitting Accuracy","Total no of defects (lines)/Total number of line kitted","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2066,"CONSUMER","STORE & LINE FEED","NORTH",,"GILLETTE INDIA LTD","BHIWADI","NA_BHIWADI","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2067,"CONSUMER","STORE & LINE FEED","NORTH",,"Proctor & Gamble Home products Ltd","KATHA BADDI","NA_BADDI","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2068,"CONSUMER","WAREHOUSE","NORTH",,"Dr. Reddys Laboratories","TEPLA","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2069,"CONSUMER","STORE & LINE FEED","NORTH",,"ITC Food Haridwar","HARIDWAR NON M&M","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2070,"CONSUMER","STORE & LINE FEED","NORTH",,"ITC PPD","HARIDWAR","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2071,"CONSUMER","STORE & LINE FEED","NORTH",,"ITC Food Haridwar","HARIDWAR NON M&M","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2072,"CONSUMER","STORE & LINE FEED","EAST",,"ITC LIMITED","PANCHLA","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2073,"CONSUMER","STORE & LINE FEED","NORTH",,"ITC LIMITED","KAPURTHALA","NA","QUALITY","Daily","Inventory Accuracy","Total no of location having correct SKU/Total no of unique location counted","Percentage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2074,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CTIPL-PHP","PHALTAN","CTIPL - PHP","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2075,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CIL-IEBU","KOTHRUD","CIL-IEBU","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2076,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CIL-IPDC","PHALTAN","CIL - IPDC","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2077,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CIL-PGBU SEZ","PHALTAN","CIL - PGBU SEZ","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2078,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CTIPL-CFS","PHALTAN","CTIPL - CFS","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"99.000","PENDING"
2079,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CTIPL-ITC","KOTHRUD","CTIPL - ITC","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2080,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CTIPL-RECON","PHALTAN","CTIPL - RECON","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2081,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS-CTILPL-CES","PHALTAN","CTIPL - CES","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2082,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_CGT- RANJANGAON","RANJANGAON","CGT- RANJANGAON","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2083,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS_TCL PHALTAN","PHALTAN","TCL PHALTAN","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2084,"MANUFACTURING","TRANSPORTATION","WEST",,"CUMMINS-CTILPL-CES","PHALTAN","CTIPL - CES","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2085,"MANUFACTURING","TRANSPORTATION","SOUTH",,"Cummins India","CHENNAI","NA","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2086,"MANUFACTURING","WAREHOUSE","NORTH",,"CUMMINS-CTT","PANTNAGAR",,"QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2087,"MANUFACTURING","WAREHOUSE","NORTH",,"CUMMINS-CES","PANTNAGAR","NA_PANTNAGAR","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2088,"MANUFACTURING","STORE & LINE FEED","WEST",,"CUMMINS TURBO TECHNOLOGIES","PITHAMPUR","NA","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2089,"MANUFACTURING","WAREHOUSE","WEST",,"CUMMINS-AHMEDNGAR","AHMEDNGAR",,"QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2090,"MANUFACTURING","TRANSPORTATION","WEST",,"SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED_TRANS","PUNE","NA","QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2091,"MANUFACTURING","TRANSPORTATION","WEST",,"SKODA AUTO VOLKSWAGEN INDIA PVT LTD GROUP SALES","PUNE",,"QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2092,"MANUFACTURING","TRANSPORTATION","WEST",,"SKODA AUTO VOLKSWAGEN INDIA PVT LTD GROUP SALES","PUNE",,"QUALITY","Daily","LR Creation","No of LR generated from system/Total no of LR generated","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2093,"CONSUMER","WAREHOUSE","WEST",,"HINDUSTAN UNILEVER LIMITED - WH","NAGPUR",,"PRODUCTIVITY","Daily","Loader productivity","Tonnage handled/Manpower used","Tonnage","Upper ","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"1.000","PENDING"
2094,"MANUFACTURING","STORE & LINE FEED","NORTH",,"GENERAL ELECTRIC- JVC SHOP","Marhowrah Patna","JVC Shop","PRODUCTIVITY","Daily","Kitting LPH","No of lines shipped or kitted/no of man hours employed","Line/Hrs(LPH)","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2095,"MANUFACTURING","STORE & LINE FEED","EAST",,"ALSTOM LTD","DHULAGORI",,"PRODUCTIVITY","Daily","Kitting Schedule Compliance","No of Kits prepared in a day Divided by No of Kits planned in kitting schedule on that day","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2096,"MANUFACTURING","WAREHOUSE","WEST",,"LM WIND POWER BLADES (INDIA) PVT. LTD.","HALOL","NA_HALOL","DELIVERY","Daily","Line feeding TAT achievement (Indent to Issue)","No of orders for which TAT was adhered/total issues planned","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
2097,"MANUFACTURING","WAREHOUSE","WEST",,"Lear Automotive India Pvt Ltd","VITHALPUR - MEHSANA","NA","DELIVERY","Daily","Line feeding TAT achievement (Indent to Issue)","No of orders for which TAT was adhered/total issues planned","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
